9	 20
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	H1111	H2211	H1112	H2212	H1122	H2222	Xn 	Yn 	H1n 	H2n 	H3n 	H4n 	H5n 	H6n
48	 0.50	 0.20	 1	 0.883	 3	 65520	 51.95	 0.957	 -0.633	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433	 0.50	 0.60	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433 
49	 0.50	 0.30	 1	 0.882	 3	 65520	 56.92	 0.957	 -0.633	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508	 0.50	 0.50	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508 
50	 0.50	 0.40	 1	 0.882	 3	 65520	 60.91	 0.957	 -0.633	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567	 0.50	 0.40	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567 
51	 0.50	 0.50	 1	 0.881	 3	 65520	 64.90	 0.957	 -0.633	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623	 0.50	 0.30	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623 
52	 0.50	 0.60	 1	 0.880	 3	 65520	 69.90	 0.957	 -0.633	 0.082	 0.116	 0.078	 0.169	 0.116	 0.687	 0.50	 0.20	 0.082	 0.116	 0.078	 0.169	 0.116	 0.687 
53	 0.50	 0.70	 1	 0.880	 3	 65520	 73.91	 0.957	 -0.633	 0.062	 0.103	 0.060	 0.142	 0.103	 0.731	 0.50	 0.10	 0.062	 0.103	 0.060	 0.142	 0.103	 0.731 
54	 0.50	 0.80	 1	 0.879	 3	 65520	 77.92	 0.957	 -0.633	 0.048	 0.093	 0.043	 0.110	 0.093	 0.767	 0.50	 0.00	 0.048	 0.093	 0.043	 0.110	 0.093	 0.767 
55	 0.60	 0.00	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 0.60	 0.80	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
56	 0.60	 0.10	 1	 0.884	 3	 65520	 47.00	 0.957	 -0.633	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360	 0.60	 0.70	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360 
57	 0.60	 0.20	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 0.60	 0.60	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
58	 0.60	 0.30	 1	 0.883	 3	 65520	 54.93	 0.957	 -0.633	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478	 0.60	 0.50	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478 
59	 0.60	 0.40	 1	 0.882	 3	 65520	 59.91	 0.957	 -0.633	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552	 0.60	 0.40	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552 
60	 0.60	 0.50	 1	 0.881	 3	 65520	 63.90	 0.957	 -0.633	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609	 0.60	 0.30	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609 
61	 0.60	 0.60	 1	 0.880	 3	 65520	 67.90	 0.957	 -0.633	 0.093	 0.122	 0.087	 0.180	 0.122	 0.663	 0.60	 0.20	 0.093	 0.122	 0.087	 0.180	 0.122	 0.663 
62	 0.60	 0.70	 1	 0.880	 3	 65520	 71.91	 0.957	 -0.633	 0.071	 0.109	 0.069	 0.157	 0.109	 0.710	 0.60	 0.10	 0.071	 0.109	 0.069	 0.157	 0.109	 0.710 
63	 0.60	 0.80	 1	 0.879	 3	 65520	 76.92	 0.957	 -0.633	 0.051	 0.095	 0.047	 0.119	 0.095	 0.759	 0.60	 0.00	 0.051	 0.095	 0.047	 0.119	 0.095	 0.759 
64	 0.70	 0.00	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 0.70	 0.80	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
65	 0.70	 0.10	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 0.70	 0.70	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
66	 0.70	 0.20	 1	 0.884	 3	 65520	 48.98	 0.957	 -0.633	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389	 0.70	 0.60	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389 
67	 0.70	 0.30	 1	 0.883	 3	 65520	 53.93	 0.957	 -0.633	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463	 0.70	 0.50	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463 
68	 0.70	 0.40	 1	 0.882	 3	 65520	 57.91	 0.957	 -0.633	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523	 0.70	 0.40	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523 
69	 0.70	 0.50	 1	 0.881	 3	 65520	 61.90	 0.957	 -0.633	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581	 0.70	 0.30	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581 
70	 0.70	 0.60	 1	 0.881	 3	 65520	 66.90	 0.957	 -0.633	 0.099	 0.125	 0.092	 0.185	 0.125	 0.650	 0.70	 0.20	 0.099	 0.125	 0.092	 0.185	 0.125	 0.650 
71	 0.70	 0.70	 1	 0.880	 3	 65520	 70.91	 0.957	 -0.633	 0.076	 0.112	 0.073	 0.163	 0.112	 0.699	 0.70	 0.10	 0.076	 0.112	 0.073	 0.163	 0.112	 0.699 
72	 0.70	 0.80	 1	 0.880	 3	 65520	 74.91	 0.957	 -0.633	 0.058	 0.101	 0.056	 0.135	 0.101	 0.741	 0.70	 0.00	 0.058	 0.101	 0.056	 0.135	 0.101	 0.741 
73	 0.80	 0.00	 1	 0.885	 3	 65520	 39.13	 0.957	 -0.633	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254	 0.80	 0.80	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254 
74	 0.80	 0.10	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 0.80	 0.70	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
75	 0.80	 0.20	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 0.80	 0.60	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
76	 0.80	 0.30	 1	 0.883	 3	 65520	 51.95	 0.957	 -0.633	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433	 0.80	 0.50	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433 
77	 0.80	 0.40	 1	 0.882	 3	 65520	 56.92	 0.957	 -0.633	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508	 0.80	 0.40	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508 
78	 0.80	 0.50	 1	 0.882	 3	 65520	 60.91	 0.957	 -0.633	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567	 0.80	 0.30	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567 
79	 0.80	 0.60	 1	 0.881	 3	 65520	 64.90	 0.957	 -0.633	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623	 0.80	 0.20	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623 
80	 0.80	 0.70	 1	 0.880	 3	 65520	 68.90	 0.957	 -0.633	 0.087	 0.119	 0.083	 0.175	 0.119	 0.675	 0.80	 0.10	 0.087	 0.119	 0.083	 0.175	 0.119	 0.675 
81	 0.80	 0.80	 1	 0.880	 3	 65520	 73.91	 0.957	 -0.633	 0.062	 0.103	 0.060	 0.142	 0.103	 0.731	 0.80	 0.00	 0.062	 0.103	 0.060	 0.142	 0.103	 0.731 
82	 0.90	 0.00	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 0.90	 0.80	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
83	 0.90	 0.10	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 0.90	 0.70	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
84	 0.90	 0.20	 1	 0.884	 3	 65520	 46.01	 0.957	 -0.633	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346	 0.90	 0.60	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346 
85	 0.90	 0.30	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 0.90	 0.50	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
86	 0.90	 0.40	 1	 0.883	 3	 65520	 54.93	 0.957	 -0.633	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478	 0.90	 0.40	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478 
87	 0.90	 0.50	 1	 0.882	 3	 65520	 58.91	 0.957	 -0.633	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537	 0.90	 0.30	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537 
88	 0.90	 0.60	 1	 0.881	 3	 65520	 63.90	 0.957	 -0.633	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609	 0.90	 0.20	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609 
89	 0.90	 0.70	 1	 0.880	 3	 65520	 67.90	 0.957	 -0.633	 0.093	 0.122	 0.087	 0.180	 0.122	 0.663	 0.90	 0.10	 0.093	 0.122	 0.087	 0.180	 0.122	 0.663 
90	 0.90	 0.80	 1	 0.880	 3	 65520	 71.91	 0.957	 -0.633	 0.071	 0.109	 0.069	 0.157	 0.109	 0.710	 0.90	 0.00	 0.071	 0.109	 0.069	 0.157	 0.109	 0.710 
91	 1.00	 0.00	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 1.00	 0.80	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
92	 1.00	 0.10	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 1.00	 0.70	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
93	 1.00	 0.20	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 1.00	 0.60	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
94	 1.00	 0.30	 1	 0.884	 3	 65520	 48.98	 0.957	 -0.633	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389	 1.00	 0.50	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389 
95	 1.00	 0.40	 1	 0.883	 3	 65520	 53.93	 0.957	 -0.633	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463	 1.00	 0.40	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463 
96	 1.00	 0.50	 1	 0.882	 3	 65520	 57.91	 0.957	 -0.633	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523	 1.00	 0.30	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523 
97	 1.00	 0.60	 1	 0.881	 3	 65520	 61.90	 0.957	 -0.633	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581	 1.00	 0.20	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581 
98	 1.00	 0.70	 1	 0.881	 3	 65520	 65.90	 0.957	 -0.633	 0.106	 0.129	 0.097	 0.190	 0.129	 0.637	 1.00	 0.10	 0.106	 0.129	 0.097	 0.190	 0.129	 0.637 
99	 1.00	 0.80	 1	 0.880	 3	 65520	 70.91	 0.957	 -0.633	 0.076	 0.112	 0.073	 0.163	 0.112	 0.699	 1.00	 0.00	 0.076	 0.112	 0.073	 0.163	 0.112	 0.699 
100	 1.10	 0.00	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 1.10	 0.80	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
101	 1.10	 0.10	 1	 0.885	 3	 65520	 39.13	 0.957	 -0.633	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254	 1.10	 0.70	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254 
102	 1.10	 0.20	 1	 0.885	 3	 65520	 43.06	 0.957	 -0.633	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305	 1.10	 0.60	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305 
103	 1.10	 0.30	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 1.10	 0.50	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
104	 1.10	 0.40	 1	 0.883	 3	 65520	 51.95	 0.957	 -0.633	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433	 1.10	 0.40	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433 
105	 1.10	 0.50	 1	 0.882	 3	 65520	 55.92	 0.957	 -0.633	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493	 1.10	 0.30	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493 
106	 1.10	 0.60	 1	 0.882	 3	 65520	 60.91	 0.957	 -0.633	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567	 1.10	 0.20	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567 
107	 1.10	 0.70	 1	 0.881	 3	 65520	 64.90	 0.957	 -0.633	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623	 1.10	 0.10	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623 
108	 1.10	 0.80	 1	 0.880	 3	 65520	 68.90	 0.957	 -0.633	 0.087	 0.119	 0.083	 0.175	 0.119	 0.675	 1.10	 0.00	 0.087	 0.119	 0.083	 0.175	 0.119	 0.675 
109	 1.20	 0.00	 1	 0.886	 3	 65520	 33.25	 0.957	 -0.633	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188	 1.20	 0.80	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188 
110	 1.20	 0.10	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 1.20	 0.70	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
111	 1.20	 0.20	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 1.20	 0.60	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
112	 1.20	 0.30	 1	 0.884	 3	 65520	 46.01	 0.957	 -0.633	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346	 1.20	 0.50	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346 
113	 1.20	 0.40	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 1.20	 0.40	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
114	 1.20	 0.50	 1	 0.883	 3	 65520	 54.93	 0.957	 -0.633	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478	 1.20	 0.30	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478 
115	 1.20	 0.60	 1	 0.882	 3	 65520	 58.91	 0.957	 -0.633	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537	 1.20	 0.20	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537 
116	 1.20	 0.70	 1	 0.881	 3	 65520	 62.90	 0.957	 -0.633	 0.128	 0.138	 0.112	 0.201	 0.138	 0.595	 1.20	 0.10	 0.128	 0.138	 0.112	 0.201	 0.138	 0.595 
117	 1.20	 0.80	 1	 0.880	 3	 65520	 67.90	 0.957	 -0.633	 0.093	 0.122	 0.087	 0.180	 0.122	 0.663	 1.20	 0.00	 0.093	 0.122	 0.087	 0.180	 0.122	 0.663 
118	 1.30	 0.00	 1	 0.886	 3	 65520	 32.27	 0.957	 -0.633	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178	 1.30	 0.80	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178 
119	 1.30	 0.10	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 1.30	 0.70	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
120	 1.30	 0.20	 1	 0.885	 3	 65520	 40.11	 0.957	 -0.633	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267	 1.30	 0.60	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267 
