9	 20
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	H1111	H2211	H1112	H2212	H1122	H2222	Xn 	Yn 	H1n 	H2n 	H3n 	H4n 	H5n 	H6n
65	 0.70	 0.10	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 0.70	 0.70	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
66	 0.70	 0.20	 1	 0.885	 3	 65520	 39.13	 0.957	 -0.633	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254	 0.70	 0.60	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254 
67	 0.70	 0.30	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 0.70	 0.50	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
68	 0.70	 0.40	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 0.70	 0.40	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
69	 0.70	 0.50	 1	 0.883	 3	 65520	 51.95	 0.957	 -0.633	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433	 0.70	 0.30	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433 
70	 0.70	 0.60	 1	 0.882	 3	 65520	 56.92	 0.957	 -0.633	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508	 0.70	 0.20	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508 
71	 0.70	 0.70	 1	 0.882	 3	 65520	 60.91	 0.957	 -0.633	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567	 0.70	 0.10	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567 
72	 0.70	 0.80	 1	 0.881	 3	 65520	 64.90	 0.957	 -0.633	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623	 0.70	 0.00	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623 
73	 0.80	 0.00	 1	 0.886	 3	 65520	 29.34	 0.957	 -0.633	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150	 0.80	 0.80	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150 
74	 0.80	 0.10	 1	 0.886	 3	 65520	 34.23	 0.957	 -0.633	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198	 0.80	 0.70	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198 
75	 0.80	 0.20	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 0.80	 0.60	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
76	 0.80	 0.30	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 0.80	 0.50	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
77	 0.80	 0.40	 1	 0.884	 3	 65520	 47.00	 0.957	 -0.633	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360	 0.80	 0.40	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360 
78	 0.80	 0.50	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 0.80	 0.30	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
79	 0.80	 0.60	 1	 0.883	 3	 65520	 54.93	 0.957	 -0.633	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478	 0.80	 0.20	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478 
80	 0.80	 0.70	 1	 0.882	 3	 65520	 58.91	 0.957	 -0.633	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537	 0.80	 0.10	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537 
81	 0.80	 0.80	 1	 0.881	 3	 65520	 63.90	 0.957	 -0.633	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609	 0.80	 0.00	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609 
82	 0.90	 0.00	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 0.90	 0.80	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141 
83	 0.90	 0.10	 1	 0.886	 3	 65520	 32.27	 0.957	 -0.633	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178	 0.90	 0.70	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178 
84	 0.90	 0.20	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 0.90	 0.60	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
85	 0.90	 0.30	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 0.90	 0.50	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
86	 0.90	 0.40	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 0.90	 0.40	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
87	 0.90	 0.50	 1	 0.884	 3	 65520	 48.98	 0.957	 -0.633	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389	 0.90	 0.30	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389 
88	 0.90	 0.60	 1	 0.883	 3	 65520	 53.93	 0.957	 -0.633	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463	 0.90	 0.20	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463 
89	 0.90	 0.70	 1	 0.882	 3	 65520	 57.91	 0.957	 -0.633	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523	 0.90	 0.10	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523 
90	 0.90	 0.80	 1	 0.881	 3	 65520	 61.90	 0.957	 -0.633	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581	 0.90	 0.00	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581 
91	 1.00	 0.00	 1	 0.886	 3	 65520	 26.41	 0.957	 -0.633	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125	 1.00	 0.80	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125 
92	 1.00	 0.10	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 1.00	 0.70	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168 
93	 1.00	 0.20	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 1.00	 0.60	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
94	 1.00	 0.30	 1	 0.885	 3	 65520	 39.13	 0.957	 -0.633	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254	 1.00	 0.50	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254 
95	 1.00	 0.40	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 1.00	 0.40	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
96	 1.00	 0.50	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 1.00	 0.30	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
97	 1.00	 0.60	 1	 0.883	 3	 65520	 51.95	 0.957	 -0.633	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433	 1.00	 0.20	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433 
98	 1.00	 0.70	 1	 0.882	 3	 65520	 55.92	 0.957	 -0.633	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493	 1.00	 0.10	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493 
99	 1.00	 0.80	 1	 0.882	 3	 65520	 60.91	 0.957	 -0.633	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567	 1.00	 0.00	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567 
100	 1.10	 0.00	 1	 0.885	 3	 65520	 25.43	 0.957	 -0.633	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118	 1.10	 0.80	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118 
101	 1.10	 0.10	 1	 0.886	 3	 65520	 29.34	 0.957	 -0.633	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150	 1.10	 0.70	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150 
102	 1.10	 0.20	 1	 0.886	 3	 65520	 33.25	 0.957	 -0.633	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188	 1.10	 0.60	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188 
103	 1.10	 0.30	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 1.10	 0.50	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
104	 1.10	 0.40	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 1.10	 0.40	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
105	 1.10	 0.50	 1	 0.884	 3	 65520	 46.01	 0.957	 -0.633	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346	 1.10	 0.30	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346 
106	 1.10	 0.60	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 1.10	 0.20	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
107	 1.10	 0.70	 1	 0.883	 3	 65520	 54.93	 0.957	 -0.633	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478	 1.10	 0.10	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478 
108	 1.10	 0.80	 1	 0.882	 3	 65520	 58.91	 0.957	 -0.633	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537	 1.10	 0.00	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537 
109	 1.20	 0.00	 1	 0.885	 3	 65520	 23.47	 0.957	 -0.633	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104	 1.20	 0.80	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104 
110	 1.20	 0.10	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 1.20	 0.70	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141 
111	 1.20	 0.20	 1	 0.886	 3	 65520	 32.27	 0.957	 -0.633	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178	 1.20	 0.60	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178 
112	 1.20	 0.30	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 1.20	 0.50	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
113	 1.20	 0.40	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 1.20	 0.40	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
114	 1.20	 0.50	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 1.20	 0.30	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
115	 1.20	 0.60	 1	 0.884	 3	 65520	 48.98	 0.957	 -0.633	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389	 1.20	 0.20	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389 
116	 1.20	 0.70	 1	 0.883	 3	 65520	 52.94	 0.957	 -0.633	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448	 1.20	 0.10	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448 
117	 1.20	 0.80	 1	 0.882	 3	 65520	 57.91	 0.957	 -0.633	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523	 1.20	 0.00	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523 
118	 1.30	 0.00	 1	 0.885	 3	 65520	 22.49	 0.957	 -0.633	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097	 1.30	 0.80	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097 
119	 1.30	 0.10	 1	 0.886	 3	 65520	 26.41	 0.957	 -0.633	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125	 1.30	 0.70	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125 
120	 1.30	 0.20	 1	 0.886	 3	 65520	 30.32	 0.957	 -0.633	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159	 1.30	 0.60	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159 
