9	 20
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	H1111	H2211	H1112	H2212	H1122	H2222	Xn 	Yn 	H1n 	H2n 	H3n 	H4n 	H5n 	H6n
17	 0.10	 0.70	 1	 0.879	 3	 65520	 82.93	 0.957	 -0.633	 0.036	 0.083	 0.024	 0.065	 0.083	 0.798	 0.10	 0.10	 0.036	 0.083	 0.024	 0.065	 0.083	 0.798 
18	 0.10	 0.80	 1	 0.879	 3	 65520	 86.93	 0.957	 -0.633	 0.032	 0.079	 0.009	 0.025	 0.079	 0.810	 0.10	 0.00	 0.032	 0.079	 0.009	 0.025	 0.079	 0.810 
19	 0.20	 0.00	 1	 0.883	 3	 65520	 51.95	 0.957	 -0.633	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433	 0.20	 0.80	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433 
20	 0.20	 0.10	 1	 0.882	 3	 65520	 55.92	 0.957	 -0.633	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493	 0.20	 0.70	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493 
21	 0.20	 0.20	 1	 0.882	 3	 65520	 59.91	 0.957	 -0.633	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552	 0.20	 0.60	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552 
22	 0.20	 0.30	 1	 0.881	 3	 65520	 64.90	 0.957	 -0.633	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623	 0.20	 0.50	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623 
23	 0.20	 0.40	 1	 0.880	 3	 65520	 68.90	 0.957	 -0.633	 0.087	 0.119	 0.083	 0.175	 0.119	 0.675	 0.20	 0.40	 0.087	 0.119	 0.083	 0.175	 0.119	 0.675 
24	 0.20	 0.50	 1	 0.880	 3	 65520	 72.91	 0.957	 -0.633	 0.067	 0.106	 0.064	 0.150	 0.106	 0.721	 0.20	 0.30	 0.067	 0.106	 0.064	 0.150	 0.106	 0.721 
25	 0.20	 0.60	 1	 0.879	 3	 65520	 76.92	 0.957	 -0.633	 0.051	 0.095	 0.047	 0.119	 0.095	 0.759	 0.20	 0.20	 0.051	 0.095	 0.047	 0.119	 0.095	 0.759 
26	 0.20	 0.70	 1	 0.879	 3	 65520	 81.93	 0.957	 -0.633	 0.038	 0.085	 0.027	 0.074	 0.085	 0.793	 0.20	 0.10	 0.038	 0.085	 0.027	 0.074	 0.085	 0.793 
27	 0.20	 0.80	 1	 0.879	 3	 65520	 85.93	 0.957	 -0.633	 0.032	 0.080	 0.013	 0.035	 0.080	 0.808	 0.20	 0.00	 0.032	 0.080	 0.013	 0.035	 0.080	 0.808 
28	 0.30	 0.00	 1	 0.884	 3	 65520	 49.97	 0.957	 -0.633	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403	 0.30	 0.80	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403 
29	 0.30	 0.10	 1	 0.883	 3	 65520	 53.93	 0.957	 -0.633	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463	 0.30	 0.70	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463 
30	 0.30	 0.20	 1	 0.882	 3	 65520	 58.91	 0.957	 -0.633	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537	 0.30	 0.60	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537 
31	 0.30	 0.30	 1	 0.881	 3	 65520	 62.90	 0.957	 -0.633	 0.128	 0.138	 0.112	 0.201	 0.138	 0.595	 0.30	 0.50	 0.128	 0.138	 0.112	 0.201	 0.138	 0.595 
32	 0.30	 0.40	 1	 0.881	 3	 65520	 66.90	 0.957	 -0.633	 0.099	 0.125	 0.092	 0.185	 0.125	 0.650	 0.30	 0.40	 0.099	 0.125	 0.092	 0.185	 0.125	 0.650 
33	 0.30	 0.50	 1	 0.880	 3	 65520	 71.91	 0.957	 -0.633	 0.071	 0.109	 0.069	 0.157	 0.109	 0.710	 0.30	 0.30	 0.071	 0.109	 0.069	 0.157	 0.109	 0.710 
34	 0.30	 0.60	 1	 0.880	 3	 65520	 75.91	 0.957	 -0.633	 0.054	 0.098	 0.051	 0.127	 0.098	 0.750	 0.30	 0.20	 0.054	 0.098	 0.051	 0.127	 0.098	 0.750 
35	 0.30	 0.70	 1	 0.879	 3	 65520	 79.92	 0.957	 -0.633	 0.042	 0.088	 0.035	 0.093	 0.088	 0.781	 0.30	 0.10	 0.042	 0.088	 0.035	 0.093	 0.088	 0.781 
36	 0.30	 0.80	 1	 0.879	 3	 65520	 83.93	 0.957	 -0.633	 0.035	 0.082	 0.020	 0.055	 0.082	 0.802	 0.30	 0.00	 0.035	 0.082	 0.020	 0.055	 0.082	 0.802 
37	 0.40	 0.00	 1	 0.884	 3	 65520	 48.98	 0.957	 -0.633	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389	 0.40	 0.80	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389 
38	 0.40	 0.10	 1	 0.883	 3	 65520	 52.94	 0.957	 -0.633	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448	 0.40	 0.70	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448 
39	 0.40	 0.20	 1	 0.882	 3	 65520	 56.92	 0.957	 -0.633	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508	 0.40	 0.60	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508 
40	 0.40	 0.30	 1	 0.881	 3	 65520	 61.90	 0.957	 -0.633	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581	 0.40	 0.50	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581 
41	 0.40	 0.40	 1	 0.881	 3	 65520	 65.90	 0.957	 -0.633	 0.106	 0.129	 0.097	 0.190	 0.129	 0.637	 0.40	 0.40	 0.106	 0.129	 0.097	 0.190	 0.129	 0.637 
42	 0.40	 0.50	 1	 0.880	 3	 65520	 69.90	 0.957	 -0.633	 0.082	 0.116	 0.078	 0.169	 0.116	 0.687	 0.40	 0.30	 0.082	 0.116	 0.078	 0.169	 0.116	 0.687 
43	 0.40	 0.60	 1	 0.880	 3	 65520	 73.91	 0.957	 -0.633	 0.062	 0.103	 0.060	 0.142	 0.103	 0.731	 0.40	 0.20	 0.062	 0.103	 0.060	 0.142	 0.103	 0.731 
44	 0.40	 0.70	 1	 0.879	 3	 65520	 78.92	 0.957	 -0.633	 0.045	 0.090	 0.039	 0.102	 0.090	 0.774	 0.40	 0.10	 0.045	 0.090	 0.039	 0.102	 0.090	 0.774 
45	 0.40	 0.80	 1	 0.879	 3	 65520	 82.93	 0.957	 -0.633	 0.036	 0.083	 0.024	 0.065	 0.083	 0.798	 0.40	 0.00	 0.036	 0.083	 0.024	 0.065	 0.083	 0.798 
46	 0.50	 0.00	 1	 0.884	 3	 65520	 47.00	 0.957	 -0.633	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360	 0.50	 0.80	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360 
47	 0.50	 0.10	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 0.50	 0.70	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
48	 0.50	 0.20	 1	 0.882	 3	 65520	 55.92	 0.957	 -0.633	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493	 0.50	 0.60	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493 
49	 0.50	 0.30	 1	 0.882	 3	 65520	 59.91	 0.957	 -0.633	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552	 0.50	 0.50	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552 
50	 0.50	 0.40	 1	 0.881	 3	 65520	 63.90	 0.957	 -0.633	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609	 0.50	 0.40	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609 
51	 0.50	 0.50	 1	 0.880	 3	 65520	 68.90	 0.957	 -0.633	 0.087	 0.119	 0.083	 0.175	 0.119	 0.675	 0.50	 0.30	 0.087	 0.119	 0.083	 0.175	 0.119	 0.675 
52	 0.50	 0.60	 1	 0.880	 3	 65520	 72.91	 0.957	 -0.633	 0.067	 0.106	 0.064	 0.150	 0.106	 0.721	 0.50	 0.20	 0.067	 0.106	 0.064	 0.150	 0.106	 0.721 
53	 0.50	 0.70	 1	 0.879	 3	 65520	 76.92	 0.957	 -0.633	 0.051	 0.095	 0.047	 0.119	 0.095	 0.759	 0.50	 0.10	 0.051	 0.095	 0.047	 0.119	 0.095	 0.759 
54	 0.50	 0.80	 1	 0.879	 3	 65520	 80.92	 0.957	 -0.633	 0.040	 0.086	 0.031	 0.084	 0.086	 0.787	 0.50	 0.00	 0.040	 0.086	 0.031	 0.084	 0.086	 0.787 
55	 0.60	 0.00	 1	 0.884	 3	 65520	 46.01	 0.957	 -0.633	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346	 0.60	 0.80	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346 
56	 0.60	 0.10	 1	 0.884	 3	 65520	 49.97	 0.957	 -0.633	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403	 0.60	 0.70	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403 
57	 0.60	 0.20	 1	 0.883	 3	 65520	 53.93	 0.957	 -0.633	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463	 0.60	 0.60	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463 
58	 0.60	 0.30	 1	 0.882	 3	 65520	 58.91	 0.957	 -0.633	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537	 0.60	 0.50	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537 
59	 0.60	 0.40	 1	 0.881	 3	 65520	 62.90	 0.957	 -0.633	 0.128	 0.138	 0.112	 0.201	 0.138	 0.595	 0.60	 0.40	 0.128	 0.138	 0.112	 0.201	 0.138	 0.595 
60	 0.60	 0.50	 1	 0.881	 3	 65520	 66.90	 0.957	 -0.633	 0.099	 0.125	 0.092	 0.185	 0.125	 0.650	 0.60	 0.30	 0.099	 0.125	 0.092	 0.185	 0.125	 0.650 
61	 0.60	 0.60	 1	 0.880	 3	 65520	 70.91	 0.957	 -0.633	 0.076	 0.112	 0.073	 0.163	 0.112	 0.699	 0.60	 0.20	 0.076	 0.112	 0.073	 0.163	 0.112	 0.699 
62	 0.60	 0.70	 1	 0.880	 3	 65520	 75.91	 0.957	 -0.633	 0.054	 0.098	 0.051	 0.127	 0.098	 0.750	 0.60	 0.10	 0.054	 0.098	 0.051	 0.127	 0.098	 0.750 
63	 0.60	 0.80	 1	 0.879	 3	 65520	 79.92	 0.957	 -0.633	 0.042	 0.088	 0.035	 0.093	 0.088	 0.781	 0.60	 0.00	 0.042	 0.088	 0.035	 0.093	 0.088	 0.781 
64	 0.70	 0.00	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 0.70	 0.80	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
65	 0.70	 0.10	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 0.70	 0.70	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
66	 0.70	 0.20	 1	 0.883	 3	 65520	 52.94	 0.957	 -0.633	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448	 0.70	 0.60	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448 
67	 0.70	 0.30	 1	 0.882	 3	 65520	 56.92	 0.957	 -0.633	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508	 0.70	 0.50	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508 
68	 0.70	 0.40	 1	 0.882	 3	 65520	 60.91	 0.957	 -0.633	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567	 0.70	 0.40	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567 
69	 0.70	 0.50	 1	 0.881	 3	 65520	 65.90	 0.957	 -0.633	 0.106	 0.129	 0.097	 0.190	 0.129	 0.637	 0.70	 0.30	 0.106	 0.129	 0.097	 0.190	 0.129	 0.637 
70	 0.70	 0.60	 1	 0.880	 3	 65520	 69.90	 0.957	 -0.633	 0.082	 0.116	 0.078	 0.169	 0.116	 0.687	 0.70	 0.20	 0.082	 0.116	 0.078	 0.169	 0.116	 0.687 
71	 0.70	 0.70	 1	 0.880	 3	 65520	 73.91	 0.957	 -0.633	 0.062	 0.103	 0.060	 0.142	 0.103	 0.731	 0.70	 0.10	 0.062	 0.103	 0.060	 0.142	 0.103	 0.731 
72	 0.70	 0.80	 1	 0.879	 3	 65520	 78.92	 0.957	 -0.633	 0.045	 0.090	 0.039	 0.102	 0.090	 0.774	 0.70	 0.00	 0.045	 0.090	 0.039	 0.102	 0.090	 0.774 
73	 0.80	 0.00	 1	 0.885	 3	 65520	 43.06	 0.957	 -0.633	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305	 0.80	 0.80	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305 
74	 0.80	 0.10	 1	 0.884	 3	 65520	 47.00	 0.957	 -0.633	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360	 0.80	 0.70	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360 
75	 0.80	 0.20	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 0.80	 0.60	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
76	 0.80	 0.30	 1	 0.882	 3	 65520	 55.92	 0.957	 -0.633	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493	 0.80	 0.50	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493 
77	 0.80	 0.40	 1	 0.882	 3	 65520	 59.91	 0.957	 -0.633	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552	 0.80	 0.40	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552 
78	 0.80	 0.50	 1	 0.881	 3	 65520	 63.90	 0.957	 -0.633	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609	 0.80	 0.30	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609 
79	 0.80	 0.60	 1	 0.880	 3	 65520	 67.90	 0.957	 -0.633	 0.093	 0.122	 0.087	 0.180	 0.122	 0.663	 0.80	 0.20	 0.093	 0.122	 0.087	 0.180	 0.122	 0.663 
80	 0.80	 0.70	 1	 0.880	 3	 65520	 72.91	 0.957	 -0.633	 0.067	 0.106	 0.064	 0.150	 0.106	 0.721	 0.80	 0.10	 0.067	 0.106	 0.064	 0.150	 0.106	 0.721 
81	 0.80	 0.80	 1	 0.879	 3	 65520	 76.92	 0.957	 -0.633	 0.051	 0.095	 0.047	 0.119	 0.095	 0.759	 0.80	 0.00	 0.051	 0.095	 0.047	 0.119	 0.095	 0.759 
82	 0.90	 0.00	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 0.90	 0.80	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
83	 0.90	 0.10	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 0.90	 0.70	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
84	 0.90	 0.20	 1	 0.884	 3	 65520	 49.97	 0.957	 -0.633	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403	 0.90	 0.60	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403 
85	 0.90	 0.30	 1	 0.883	 3	 65520	 53.93	 0.957	 -0.633	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463	 0.90	 0.50	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463 
86	 0.90	 0.40	 1	 0.882	 3	 65520	 57.91	 0.957	 -0.633	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523	 0.90	 0.40	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523 
87	 0.90	 0.50	 1	 0.881	 3	 65520	 62.90	 0.957	 -0.633	 0.128	 0.138	 0.112	 0.201	 0.138	 0.595	 0.90	 0.30	 0.128	 0.138	 0.112	 0.201	 0.138	 0.595 
88	 0.90	 0.60	 1	 0.881	 3	 65520	 66.90	 0.957	 -0.633	 0.099	 0.125	 0.092	 0.185	 0.125	 0.650	 0.90	 0.20	 0.099	 0.125	 0.092	 0.185	 0.125	 0.650 
89	 0.90	 0.70	 1	 0.880	 3	 65520	 70.91	 0.957	 -0.633	 0.076	 0.112	 0.073	 0.163	 0.112	 0.699	 0.90	 0.10	 0.076	 0.112	 0.073	 0.163	 0.112	 0.699 
90	 0.90	 0.80	 1	 0.880	 3	 65520	 74.91	 0.957	 -0.633	 0.058	 0.101	 0.056	 0.135	 0.101	 0.741	 0.90	 0.00	 0.058	 0.101	 0.056	 0.135	 0.101	 0.741 
91	 1.00	 0.00	 1	 0.885	 3	 65520	 40.11	 0.957	 -0.633	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267	 1.00	 0.80	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267 
92	 1.00	 0.10	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 1.00	 0.70	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
93	 1.00	 0.20	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 1.00	 0.60	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
94	 1.00	 0.30	 1	 0.883	 3	 65520	 52.94	 0.957	 -0.633	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448	 1.00	 0.50	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448 
95	 1.00	 0.40	 1	 0.882	 3	 65520	 56.92	 0.957	 -0.633	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508	 1.00	 0.40	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508 
96	 1.00	 0.50	 1	 0.882	 3	 65520	 60.91	 0.957	 -0.633	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567	 1.00	 0.30	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567 
97	 1.00	 0.60	 1	 0.881	 3	 65520	 64.90	 0.957	 -0.633	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623	 1.00	 0.20	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623 
98	 1.00	 0.70	 1	 0.880	 3	 65520	 69.90	 0.957	 -0.633	 0.082	 0.116	 0.078	 0.169	 0.116	 0.687	 1.00	 0.10	 0.082	 0.116	 0.078	 0.169	 0.116	 0.687 
99	 1.00	 0.80	 1	 0.880	 3	 65520	 73.91	 0.957	 -0.633	 0.062	 0.103	 0.060	 0.142	 0.103	 0.731	 1.00	 0.00	 0.062	 0.103	 0.060	 0.142	 0.103	 0.731 
100	 1.10	 0.00	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 1.10	 0.80	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
101	 1.10	 0.10	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 1.10	 0.70	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
102	 1.10	 0.20	 1	 0.884	 3	 65520	 47.00	 0.957	 -0.633	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360	 1.10	 0.60	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360 
103	 1.10	 0.30	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 1.10	 0.50	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
104	 1.10	 0.40	 1	 0.883	 3	 65520	 54.93	 0.957	 -0.633	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478	 1.10	 0.40	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478 
105	 1.10	 0.50	 1	 0.882	 3	 65520	 59.91	 0.957	 -0.633	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552	 1.10	 0.30	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552 
106	 1.10	 0.60	 1	 0.881	 3	 65520	 63.90	 0.957	 -0.633	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609	 1.10	 0.20	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609 
107	 1.10	 0.70	 1	 0.880	 3	 65520	 67.90	 0.957	 -0.633	 0.093	 0.122	 0.087	 0.180	 0.122	 0.663	 1.10	 0.10	 0.093	 0.122	 0.087	 0.180	 0.122	 0.663 
108	 1.10	 0.80	 1	 0.880	 3	 65520	 71.91	 0.957	 -0.633	 0.071	 0.109	 0.069	 0.157	 0.109	 0.710	 1.10	 0.00	 0.071	 0.109	 0.069	 0.157	 0.109	 0.710 
109	 1.20	 0.00	 1	 0.886	 3	 65520	 37.16	 0.957	 -0.633	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231	 1.20	 0.80	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231 
110	 1.20	 0.10	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 1.20	 0.70	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
111	 1.20	 0.20	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 1.20	 0.60	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
112	 1.20	 0.30	 1	 0.884	 3	 65520	 49.97	 0.957	 -0.633	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403	 1.20	 0.50	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403 
113	 1.20	 0.40	 1	 0.883	 3	 65520	 53.93	 0.957	 -0.633	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463	 1.20	 0.40	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463 
114	 1.20	 0.50	 1	 0.882	 3	 65520	 57.91	 0.957	 -0.633	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523	 1.20	 0.30	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523 
115	 1.20	 0.60	 1	 0.881	 3	 65520	 61.90	 0.957	 -0.633	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581	 1.20	 0.20	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581 
116	 1.20	 0.70	 1	 0.881	 3	 65520	 66.90	 0.957	 -0.633	 0.099	 0.125	 0.092	 0.185	 0.125	 0.650	 1.20	 0.10	 0.099	 0.125	 0.092	 0.185	 0.125	 0.650 
117	 1.20	 0.80	 1	 0.880	 3	 65520	 70.91	 0.957	 -0.633	 0.076	 0.112	 0.073	 0.163	 0.112	 0.699	 1.20	 0.00	 0.076	 0.112	 0.073	 0.163	 0.112	 0.699 
118	 1.30	 0.00	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 1.30	 0.80	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
119	 1.30	 0.10	 1	 0.885	 3	 65520	 40.11	 0.957	 -0.633	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267	 1.30	 0.70	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267 
120	 1.30	 0.20	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 1.30	 0.60	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
