9	 20
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	h11	 h12	 h21	 h22	
22	0.20	0.30	1	0.881	3	65520	64.90	0.957	-0.633	       28443.499	34664.430	  34664.430	  86210.487	
23	0.20	0.40	1	0.880	3	65520	68.90	0.957	-0.633	       23937.029	30271.022	  30271.022	  90719.592	
24	0.20	0.50	1	0.880	3	65520	72.91	0.957	-0.633	       20079.225	25298.160	  25298.160	  94578.801	
25	0.20	0.60	1	0.879	3	65520	76.92	0.957	-0.633	       16945.735	19842.635	  19842.635	  97712.998	
26	0.20	0.70	1	0.879	3	65520	81.93	0.957	-0.633	       14139.430	12506.981	  12506.981	  100519.704	
27	0.20	0.80	1	0.879	3	65520	85.93	0.957	-0.633	       12836.280	6364.661	  6364.661	  101822.977	
28	0.30	0.00	1	0.884	3	65520	49.97	0.957	-0.633	       49480.311	44676.775	  44676.775	  65131.787	
29	0.30	0.10	1	0.883	3	65520	53.93	0.957	-0.633	       43417.407	43107.354	  43107.354	  71213.986	
30	0.30	0.20	1	0.882	3	65520	58.91	0.957	-0.633	       36222.343	39984.506	  39984.506	  78423.300	
31	0.30	0.30	1	0.881	3	65520	62.90	0.957	-0.633	       30912.744	36616.628	  36616.628	  83739.200	
32	0.30	0.40	1	0.881	3	65520	66.90	0.957	-0.633	       26114.435	32545.787	  32545.787	  88541.069	
33	0.30	0.50	1	0.880	3	65520	71.91	0.957	-0.633	       20978.490	26590.582	  26590.582	  93679.266	
34	0.30	0.60	1	0.880	3	65520	75.91	0.957	-0.633	       17657.594	21246.101	  21246.101	  97001.008	
35	0.30	0.70	1	0.879	3	65520	79.92	0.957	-0.633	       15108.427	15497.826	  15497.826	  99550.594	
36	0.30	0.80	1	0.879	3	65520	83.93	0.957	-0.633	       13380.816	9457.641	  9457.641	  101278.397	
37	0.40	0.00	1	0.884	3	65520	48.98	0.957	-0.633	       51023.013	44935.608	  44935.608	  63582.802	
38	0.40	0.10	1	0.883	3	65520	52.94	0.957	-0.633	       44913.133	43578.931	  43578.931	  69714.219	
39	0.40	0.20	1	0.882	3	65520	56.92	0.957	-0.633	       39036.399	41383.776	  41383.776	  75604.585	
40	0.40	0.30	1	0.881	3	65520	61.90	0.957	-0.633	       32196.148	37527.306	  37527.306	  82454.530	
41	0.40	0.40	1	0.881	3	65520	65.90	0.957	-0.633	       27260.714	33625.287	  33625.287	  87394.092	
42	0.40	0.50	1	0.880	3	65520	69.90	0.957	-0.633	       22908.573	29078.528	  29078.528	  91748.485	
43	0.40	0.60	1	0.880	3	65520	73.91	0.957	-0.633	       19225.299	23975.526	  23975.526	  95432.955	
44	0.40	0.70	1	0.879	3	65520	78.92	0.957	-0.633	       15670.375	16966.746	  16966.746	  98988.568	
45	0.40	0.80	1	0.879	3	65520	82.93	0.957	-0.633	       13733.570	10988.700	  10988.700	  100925.608	
46	0.50	0.00	1	0.884	3	65520	47.00	0.957	-0.633	       54127.256	45290.612	  45290.612	  60463.872	
47	0.50	0.10	1	0.883	3	65520	50.96	0.957	-0.633	       47946.487	44364.119	  44364.119	  66671.266	
48	0.50	0.20	1	0.882	3	65520	55.92	0.957	-0.633	       40477.210	42009.108	  42009.108	  74160.963	
49	0.50	0.30	1	0.882	3	65520	59.91	0.957	-0.633	       34852.595	39212.271	  39212.271	  79794.960	
50	0.50	0.40	1	0.881	3	65520	63.90	0.957	-0.633	       29661.340	35661.949	  35661.949	  84991.695	
51	0.50	0.50	1	0.880	3	65520	68.90	0.957	-0.633	       23937.029	30271.022	  30271.022	  90719.592	
52	0.50	0.60	1	0.880	3	65520	72.91	0.957	-0.633	       20079.225	25298.160	  25298.160	  94578.801	
53	0.50	0.70	1	0.879	3	65520	76.92	0.957	-0.633	       16945.735	19842.635	  19842.635	  97712.998	
54	0.50	0.80	1	0.879	3	65520	80.92	0.957	-0.633	       14597.902	14010.634	  14010.634	  100061.180	
55	0.60	0.00	1	0.884	3	65520	46.01	0.957	-0.633	       55684.892	45386.350	  45386.350	  58897.728	
56	0.60	0.10	1	0.884	3	65520	49.97	0.957	-0.633	       49480.311	44676.775	  44676.775	  65131.787	
57	0.60	0.20	1	0.883	3	65520	53.93	0.957	-0.633	       43417.407	43107.354	  43107.354	  71213.986	
58	0.60	0.30	1	0.882	3	65520	58.91	0.957	-0.633	       36222.343	39984.506	  39984.506	  78423.300	
59	0.60	0.40	1	0.881	3	65520	62.90	0.957	-0.633	       30912.744	36616.628	  36616.628	  83739.200	
60	0.60	0.50	1	0.881	3	65520	66.90	0.957	-0.633	       26114.435	32545.787	  32545.787	  88541.069	
61	0.60	0.60	1	0.880	3	65520	70.91	0.957	-0.633	       21921.989	27851.216	  27851.216	  92735.444	
62	0.60	0.70	1	0.880	3	65520	75.91	0.957	-0.633	       17657.594	21246.101	  21246.101	  97001.008	
63	0.60	0.80	1	0.879	3	65520	79.92	0.957	-0.633	       15108.427	15497.826	  15497.826	  99550.594	
64	0.70	0.00	1	0.885	3	65520	44.04	0.957	-0.633	       58801.411	45413.716	  45413.716	  55761.618	
65	0.70	0.10	1	0.884	3	65520	47.99	0.957	-0.633	       52572.644	45140.303	  45140.303	  62026.198	
66	0.70	0.20	1	0.883	3	65520	52.94	0.957	-0.633	       44913.133	43578.931	  43578.931	  69714.219	
67	0.70	0.30	1	0.882	3	65520	56.92	0.957	-0.633	       39036.399	41383.776	  41383.776	  75604.585	
68	0.70	0.40	1	0.882	3	65520	60.91	0.957	-0.633	       33509.972	38392.871	  38392.871	  81139.249	
69	0.70	0.50	1	0.881	3	65520	65.90	0.957	-0.633	       27260.714	33625.287	  33625.287	  87394.092	
70	0.70	0.60	1	0.880	3	65520	69.90	0.957	-0.633	       22908.573	29078.528	  29078.528	  91748.485	
71	0.70	0.70	1	0.880	3	65520	73.91	0.957	-0.633	       19225.299	23975.526	  23975.526	  95432.955	
72	0.70	0.80	1	0.879	3	65520	78.92	0.957	-0.633	       15670.375	16966.746	  16966.746	  98988.568	
73	0.80	0.00	1	0.885	3	65520	43.06	0.957	-0.633	       60356.359	45345.311	  45345.311	  54195.473	
74	0.80	0.10	1	0.884	3	65520	47.00	0.957	-0.633	       54127.256	45290.612	  45290.612	  60463.872	
75	0.80	0.20	1	0.883	3	65520	50.96	0.957	-0.633	       47946.487	44364.119	  44364.119	  66671.266	
76	0.80	0.30	1	0.882	3	65520	55.92	0.957	-0.633	       40477.210	42009.108	  42009.108	  74160.963	
77	0.80	0.40	1	0.882	3	65520	59.91	0.957	-0.633	       34852.595	39212.271	  39212.271	  79794.960	
78	0.80	0.50	1	0.881	3	65520	63.90	0.957	-0.633	       29661.340	35661.949	  35661.949	  84991.695	
79	0.80	0.60	1	0.880	3	65520	67.90	0.957	-0.633	       25006.087	31427.244	  31427.244	  89650.019	
80	0.80	0.70	1	0.880	3	65520	72.91	0.957	-0.633	       20079.225	25298.160	  25298.160	  94578.801	
81	0.80	0.80	1	0.879	3	65520	76.92	0.957	-0.633	       16945.735	19842.635	  19842.635	  97712.998	
82	0.90	0.00	1	0.885	3	65520	41.09	0.957	-0.633	       63449.852	45044.740	  45044.740	  51076.542	
83	0.90	0.10	1	0.885	3	65520	45.03	0.957	-0.633	       57243.600	45427.402	  45427.402	  57329.673	
84	0.90	0.20	1	0.884	3	65520	49.97	0.957	-0.633	       49480.311	44676.775	  44676.775	  65131.787	
85	0.90	0.30	1	0.883	3	65520	53.93	0.957	-0.633	       43417.407	43107.354	  43107.354	  71213.986	
86	0.90	0.40	1	0.882	3	65520	57.91	0.957	-0.633	       37617.521	40708.635	  40708.635	  77025.941	
87	0.90	0.50	1	0.881	3	65520	62.90	0.957	-0.633	       30912.744	36616.628	  36616.628	  83739.200	
88	0.90	0.60	1	0.881	3	65520	66.90	0.957	-0.633	       26114.435	32545.787	  32545.787	  88541.069	
89	0.90	0.70	1	0.880	3	65520	70.91	0.957	-0.633	       21921.989	27851.216	  27851.216	  92735.444	
90	0.90	0.80	1	0.880	3	65520	74.91	0.957	-0.633	       18417.760	22624.291	  22624.291	  96240.685	
91	1.00	0.00	1	0.885	3	65520	40.11	0.957	-0.633	       64984.492	44812.940	  44812.940	  49527.555	
92	1.00	0.10	1	0.885	3	65520	44.04	0.957	-0.633	       58801.411	45413.716	  45413.716	  55761.618	
93	1.00	0.20	1	0.884	3	65520	47.99	0.957	-0.633	       52572.644	45140.303	  45140.303	  62026.198	
94	1.00	0.30	1	0.883	3	65520	52.94	0.957	-0.633	       44913.133	43578.931	  43578.931	  69714.219	
95	1.00	0.40	1	0.882	3	65520	56.92	0.957	-0.633	       39036.399	41383.776	  41383.776	  75604.585	
96	1.00	0.50	1	0.882	3	65520	60.91	0.957	-0.633	       33509.972	38392.871	  38392.871	  81139.249	
97	1.00	0.60	1	0.881	3	65520	64.90	0.957	-0.633	       28443.499	34664.430	  34664.430	  86210.487	
98	1.00	0.70	1	0.880	3	65520	69.90	0.957	-0.633	       22908.573	29078.528	  29078.528	  91748.485	
99	1.00	0.80	1	0.880	3	65520	73.91	0.957	-0.633	       19225.299	23975.526	  23975.526	  95432.955	
100	1.10	0.00	1	0.886	3	65520	38.14	0.957	-0.633	       68019.932	44187.725	  44187.725	  46459.975	
101	1.10	0.10	1	0.885	3	65520	42.07	0.957	-0.633	       61906.494	45222.269	  45222.269	  52633.146	
102	1.10	0.20	1	0.884	3	65520	47.00	0.957	-0.633	       54127.256	45290.612	  45290.612	  60463.872	
103	1.10	0.30	1	0.883	3	65520	50.96	0.957	-0.633	       47946.487	44364.119	  44364.119	  66671.266	
104	1.10	0.40	1	0.883	3	65520	54.93	0.957	-0.633	       41938.152	42583.867	  42583.867	  72696.836	
105	1.10	0.50	1	0.882	3	65520	59.91	0.957	-0.633	       34852.595	39212.271	  39212.271	  79794.960	
106	1.10	0.60	1	0.881	3	65520	63.90	0.957	-0.633	       29661.340	35661.949	  35661.949	  84991.695	
107	1.10	0.70	1	0.880	3	65520	67.90	0.957	-0.633	       25006.087	31427.244	  31427.244	  89650.019	
108	1.10	0.80	1	0.880	3	65520	71.91	0.957	-0.633	       20978.490	26590.582	  26590.582	  93679.266	
109	1.20	0.00	1	0.886	3	65520	37.16	0.957	-0.633	       69516.917	43795.071	  43795.071	  44945.118	
110	1.20	0.10	1	0.885	3	65520	41.09	0.957	-0.633	       63449.852	45044.740	  45044.740	  51076.542	
111	1.20	0.20	1	0.885	3	65520	45.03	0.957	-0.633	       57243.600	45427.402	  45427.402	  57329.673	
112	1.20	0.30	1	0.884	3	65520	49.97	0.957	-0.633	       49480.311	44676.775	  44676.775	  65131.787	
113	1.20	0.40	1	0.883	3	65520	53.93	0.957	-0.633	       43417.407	43107.354	  43107.354	  71213.986	
114	1.20	0.50	1	0.882	3	65520	57.91	0.957	-0.633	       37617.521	40708.635	  40708.635	  77025.941	
115	1.20	0.60	1	0.881	3	65520	61.90	0.957	-0.633	       32196.148	37527.306	  37527.306	  82454.530	
116	1.20	0.70	1	0.881	3	65520	66.90	0.957	-0.633	       26114.435	32545.787	  32545.787	  88541.069	
117	1.20	0.80	1	0.880	3	65520	70.91	0.957	-0.633	       21921.989	27851.216	  27851.216	  92735.444	
118	1.30	0.00	1	0.886	3	65520	35.21	0.957	-0.633	       72460.059	42852.061	  42852.061	  41962.497	
119	1.30	0.10	1	0.885	3	65520	40.11	0.957	-0.633	       64984.492	44812.940	  44812.940	  49527.555	
120	1.30	0.20	1	0.885	3	65520	44.04	0.957	-0.633	       58801.411	45413.716	  45413.716	  55761.618	
121	1.30	0.30	1	0.884	3	65520	47.99	0.957	-0.633	       52572.644	45140.303	  45140.303	  62026.198	
122	1.30	0.40	1	0.883	3	65520	51.95	0.957	-0.633	       46423.459	43998.023	  43998.023	  68199.364	
123	1.30	0.50	1	0.882	3	65520	56.92	0.957	-0.633	       39036.399	41383.776	  41383.776	  75604.585	
124	1.30	0.60	1	0.882	3	65520	60.91	0.957	-0.633	       33509.972	38392.871	  38392.871	  81139.249	
125	1.30	0.70	1	0.881	3	65520	64.90	0.957	-0.633	       28443.499	34664.430	  34664.430	  86210.487	
126	1.30	0.80	1	0.880	3	65520	68.90	0.957	-0.633	       23937.029	30271.022	  30271.022	  90719.592	
127	1.40	0.00	1	0.886	3	65520	34.23	0.957	-0.633	       73902.547	42302.854	  42302.854	  40498.366	
128	1.40	0.10	1	0.886	3	65520	38.14	0.957	-0.633	       68019.932	44187.725	  44187.725	  46459.975	
129	1.40	0.20	1	0.885	3	65520	42.07	0.957	-0.633	       61906.494	45222.269	  45222.269	  52633.146	
130	1.40	0.30	1	0.884	3	65520	47.00	0.957	-0.633	       54127.256	45290.612	  45290.612	  60463.872	
131	1.40	0.40	1	0.883	3	65520	50.96	0.957	-0.633	       47946.487	44364.119	  44364.119	  66671.266	
132	1.40	0.50	1	0.883	3	65520	54.93	0.957	-0.633	       41938.152	42583.867	  42583.867	  72696.836	
133	1.40	0.60	1	0.882	3	65520	58.91	0.957	-0.633	       36222.343	39984.506	  39984.506	  78423.300	
134	1.40	0.70	1	0.881	3	65520	63.90	0.957	-0.633	       29661.340	35661.949	  35661.949	  84991.695	
135	1.40	0.80	1	0.880	3	65520	67.90	0.957	-0.633	       25006.087	31427.244	  31427.244	  89650.019	
136	1.50	0.00	1	0.886	3	65520	32.27	0.957	-0.633	       76720.433	41052.382	  41052.382	  37633.383	
137	1.50	0.10	1	0.886	3	65520	36.19	0.957	-0.633	       70997.574	43349.668	  43349.668	  43445.349	
138	1.50	0.20	1	0.885	3	65520	41.09	0.957	-0.633	       63449.852	45044.740	  45044.740	  51076.542	
139	1.50	0.30	1	0.885	3	65520	45.03	0.957	-0.633	       57243.600	45427.402	  45427.402	  57329.673	
140	1.50	0.40	1	0.884	3	65520	48.98	0.957	-0.633	       51023.013	44935.608	  44935.608	  63582.802	
141	1.50	0.50	1	0.883	3	65520	53.93	0.957	-0.633	       43417.407	43107.354	  43107.354	  71213.986	
142	1.50	0.60	1	0.882	3	65520	57.91	0.957	-0.633	       37617.521	40708.635	  40708.635	  77025.941	
143	1.50	0.70	1	0.881	3	65520	61.90	0.957	-0.633	       32196.148	37527.306	  37527.306	  82454.530	
144	1.50	0.80	1	0.881	3	65520	65.90	0.957	-0.633	       27260.714	33625.287	  33625.287	  87394.092	
145	1.60	0.00	1	0.886	3	65520	31.29	0.957	-0.633	       78092.366	40352.640	  40352.640	  36236.020	
146	1.60	0.10	1	0.886	3	65520	35.21	0.957	-0.633	       72460.059	42852.061	  42852.061	  41962.497	
147	1.60	0.20	1	0.885	3	65520	39.13	0.957	-0.633	       66508.492	44527.153	  44527.153	  47988.074	
148	1.60	0.30	1	0.885	3	65520	44.04	0.957	-0.633	       58801.411	45413.716	  45413.716	  55761.618	
149	1.60	0.40	1	0.884	3	65520	47.99	0.957	-0.633	       52572.644	45140.303	  45140.303	  62026.198	
150	1.60	0.50	1	0.883	3	65520	51.95	0.957	-0.633	       46423.459	43998.023	  43998.023	  68199.364	
151	1.60	0.60	1	0.882	3	65520	55.92	0.957	-0.633	       40477.210	42009.108	  42009.108	  74160.963	
152	1.60	0.70	1	0.882	3	65520	60.91	0.957	-0.633	       33509.972	38392.871	  38392.871	  81139.249	
153	1.60	0.80	1	0.881	3	65520	64.90	0.957	-0.633	       28443.499	34664.430	  34664.430	  86210.487	
154	1.70	0.00	1	0.886	3	65520	29.34	0.957	-0.633	       80753.834	38808.406	  38808.406	  33520.063	
155	1.70	0.10	1	0.886	3	65520	33.25	0.957	-0.633	       75323.255	41702.717	  41702.717	  39054.742	
156	1.70	0.20	1	0.886	3	65520	38.14	0.957	-0.633	       68019.932	44187.725	  44187.725	  46459.975	
157	1.70	0.30	1	0.885	3	65520	42.07	0.957	-0.633	       61906.494	45222.269	  45222.269	  52633.146	
158	1.70	0.40	1	0.884	3	65520	46.01	0.957	-0.633	       55684.892	45386.350	  45386.350	  58897.728	
159	1.70	0.50	1	0.883	3	65520	50.96	0.957	-0.633	       47946.487	44364.119	  44364.119	  66671.266	
160	1.70	0.60	1	0.883	3	65520	54.93	0.957	-0.633	       41938.152	42583.867	  42583.867	  72696.836	
161	1.70	0.70	1	0.882	3	65520	58.91	0.957	-0.633	       36222.343	39984.506	  39984.506	  78423.300	
162	1.70	0.80	1	0.881	3	65520	62.90	0.957	-0.633	       30912.744	36616.628	  36616.628	  83739.200	
163	1.80	0.00	1	0.886	3	65520	28.36	0.957	-0.633	       82040.155	37965.795	  37965.795	  32204.778	
164	1.80	0.10	1	0.886	3	65520	32.27	0.957	-0.633	       76720.433	41052.382	  41052.382	  37633.383	
165	1.80	0.20	1	0.886	3	65520	36.19	0.957	-0.633	       70997.574	43349.668	  43349.668	  43445.349	
166	1.80	0.30	1	0.885	3	65520	41.09	0.957	-0.633	       63449.852	45044.740	  45044.740	  51076.542	
167	1.80	0.40	1	0.885	3	65520	45.03	0.957	-0.633	       57243.600	45427.402	  45427.402	  57329.673	
168	1.80	0.50	1	0.884	3	65520	48.98	0.957	-0.633	       51023.013	44935.608	  44935.608	  63582.802	
169	1.80	0.60	1	0.883	3	65520	52.94	0.957	-0.633	       44913.133	43578.931	  43578.931	  69714.219	
170	1.80	0.70	1	0.882	3	65520	57.91	0.957	-0.633	       37617.521	40708.635	  40708.635	  77025.941	
171	1.80	0.80	1	0.881	3	65520	61.90	0.957	-0.633	       32196.148	37527.306	  37527.306	  82454.530	
172	1.90	0.00	1	0.886	3	65520	26.41	0.957	-0.633	       84516.285	36144.717	  36144.717	  29667.605	
173	1.90	0.10	1	0.886	3	65520	30.32	0.957	-0.633	       79437.378	39604.344	  39604.344	  34864.356	
174	1.90	0.20	1	0.886	3	65520	35.21	0.957	-0.633	       72460.059	42852.061	  42852.061	  41962.497	
175	1.90	0.30	1	0.885	3	65520	39.13	0.957	-0.633	       66508.492	44527.153	  44527.153	  47988.074	
176	1.90	0.40	1	0.885	3	65520	43.06	0.957	-0.633	       60356.359	45345.311	  45345.311	  54195.473	
177	1.90	0.50	1	0.884	3	65520	47.99	0.957	-0.633	       52572.644	45140.303	  45140.303	  62026.198	
178	1.90	0.60	1	0.883	3	65520	51.95	0.957	-0.633	       46423.459	43998.023	  43998.023	  68199.364	
179	1.90	0.70	1	0.882	3	65520	55.92	0.957	-0.633	       40477.210	42009.108	  42009.108	  74160.963	
180	1.90	0.80	1	0.882	3	65520	59.91	0.957	-0.633	       34852.595	39212.271	  39212.271	  79794.960	
