9	 20
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	H1111	H2211	H1112	H2212	H1122	H2222	Xn 	Yn 	H1n 	H2n 	H3n 	H4n 	H5n 	H6n
11	 0.10	 0.10	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 0.10	 0.70	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168 
12	 0.10	 0.20	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 0.10	 0.60	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
13	 0.10	 0.30	 1	 0.885	 3	 65520	 39.13	 0.957	 -0.633	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254	 0.10	 0.50	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254 
14	 0.10	 0.40	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 0.10	 0.40	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
15	 0.10	 0.50	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 0.10	 0.30	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
16	 0.10	 0.60	 1	 0.883	 3	 65520	 51.95	 0.957	 -0.633	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433	 0.10	 0.20	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433 
17	 0.10	 0.70	 1	 0.882	 3	 65520	 56.92	 0.957	 -0.633	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508	 0.10	 0.10	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508 
18	 0.10	 0.80	 1	 0.882	 3	 65520	 60.91	 0.957	 -0.633	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567	 0.10	 0.00	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567 
19	 0.20	 0.00	 1	 0.885	 3	 65520	 25.43	 0.957	 -0.633	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118	 0.20	 0.80	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118 
20	 0.20	 0.10	 1	 0.886	 3	 65520	 29.34	 0.957	 -0.633	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150	 0.20	 0.70	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150 
21	 0.20	 0.20	 1	 0.886	 3	 65520	 34.23	 0.957	 -0.633	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198	 0.20	 0.60	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198 
22	 0.20	 0.30	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 0.20	 0.50	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
23	 0.20	 0.40	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 0.20	 0.40	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
24	 0.20	 0.50	 1	 0.884	 3	 65520	 46.01	 0.957	 -0.633	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346	 0.20	 0.30	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346 
25	 0.20	 0.60	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 0.20	 0.20	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
26	 0.20	 0.70	 1	 0.883	 3	 65520	 54.93	 0.957	 -0.633	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478	 0.20	 0.10	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478 
27	 0.20	 0.80	 1	 0.882	 3	 65520	 58.91	 0.957	 -0.633	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537	 0.20	 0.00	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537 
28	 0.30	 0.00	 1	 0.885	 3	 65520	 24.45	 0.957	 -0.633	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110	 0.30	 0.80	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110 
29	 0.30	 0.10	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 0.30	 0.70	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141 
30	 0.30	 0.20	 1	 0.886	 3	 65520	 32.27	 0.957	 -0.633	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178	 0.30	 0.60	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178 
31	 0.30	 0.30	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 0.30	 0.50	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
32	 0.30	 0.40	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 0.30	 0.40	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
33	 0.30	 0.50	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 0.30	 0.30	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
34	 0.30	 0.60	 1	 0.884	 3	 65520	 48.98	 0.957	 -0.633	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389	 0.30	 0.20	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389 
35	 0.30	 0.70	 1	 0.883	 3	 65520	 53.93	 0.957	 -0.633	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463	 0.30	 0.10	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463 
36	 0.30	 0.80	 1	 0.882	 3	 65520	 57.91	 0.957	 -0.633	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523	 0.30	 0.00	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523 
37	 0.40	 0.00	 1	 0.885	 3	 65520	 22.49	 0.957	 -0.633	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097	 0.40	 0.80	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097 
38	 0.40	 0.10	 1	 0.886	 3	 65520	 26.41	 0.957	 -0.633	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125	 0.40	 0.70	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125 
39	 0.40	 0.20	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 0.40	 0.60	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168 
40	 0.40	 0.30	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 0.40	 0.50	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
41	 0.40	 0.40	 1	 0.885	 3	 65520	 39.13	 0.957	 -0.633	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254	 0.40	 0.40	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254 
42	 0.40	 0.50	 1	 0.885	 3	 65520	 43.06	 0.957	 -0.633	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305	 0.40	 0.30	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305 
43	 0.40	 0.60	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 0.40	 0.20	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
44	 0.40	 0.70	 1	 0.883	 3	 65520	 51.95	 0.957	 -0.633	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433	 0.40	 0.10	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433 
45	 0.40	 0.80	 1	 0.882	 3	 65520	 55.92	 0.957	 -0.633	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493	 0.40	 0.00	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493 
46	 0.50	 0.00	 1	 0.885	 3	 65520	 21.51	 0.957	 -0.633	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091	 0.50	 0.80	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091 
47	 0.50	 0.10	 1	 0.885	 3	 65520	 25.43	 0.957	 -0.633	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118	 0.50	 0.70	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118 
48	 0.50	 0.20	 1	 0.886	 3	 65520	 29.34	 0.957	 -0.633	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150	 0.50	 0.60	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150 
49	 0.50	 0.30	 1	 0.886	 3	 65520	 33.25	 0.957	 -0.633	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188	 0.50	 0.50	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188 
50	 0.50	 0.40	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 0.50	 0.40	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
51	 0.50	 0.50	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 0.50	 0.30	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
52	 0.50	 0.60	 1	 0.884	 3	 65520	 46.01	 0.957	 -0.633	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346	 0.50	 0.20	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346 
53	 0.50	 0.70	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 0.50	 0.10	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
54	 0.50	 0.80	 1	 0.883	 3	 65520	 54.93	 0.957	 -0.633	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478	 0.50	 0.00	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478 
55	 0.60	 0.00	 1	 0.884	 3	 65520	 19.54	 0.957	 -0.633	 0.691	 0.115	 0.171	 0.077	 0.115	 0.080	 0.60	 0.80	 0.691	 0.115	 0.171	 0.077	 0.115	 0.080 
56	 0.60	 0.10	 1	 0.885	 3	 65520	 23.47	 0.957	 -0.633	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104	 0.60	 0.70	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104 
57	 0.60	 0.20	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 0.60	 0.60	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141 
58	 0.60	 0.30	 1	 0.886	 3	 65520	 32.27	 0.957	 -0.633	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178	 0.60	 0.50	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178 
59	 0.60	 0.40	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 0.60	 0.40	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
60	 0.60	 0.50	 1	 0.885	 3	 65520	 40.11	 0.957	 -0.633	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267	 0.60	 0.30	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267 
61	 0.60	 0.60	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 0.60	 0.20	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
62	 0.60	 0.70	 1	 0.884	 3	 65520	 48.98	 0.957	 -0.633	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389	 0.60	 0.10	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389 
63	 0.60	 0.80	 1	 0.883	 3	 65520	 52.94	 0.957	 -0.633	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448	 0.60	 0.00	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448 
64	 0.70	 0.00	 1	 0.884	 3	 65520	 18.56	 0.957	 -0.633	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074	 0.70	 0.80	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074 
65	 0.70	 0.10	 1	 0.885	 3	 65520	 22.49	 0.957	 -0.633	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097	 0.70	 0.70	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097 
66	 0.70	 0.20	 1	 0.886	 3	 65520	 26.41	 0.957	 -0.633	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125	 0.70	 0.60	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125 
67	 0.70	 0.30	 1	 0.886	 3	 65520	 30.32	 0.957	 -0.633	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159	 0.70	 0.50	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159 
68	 0.70	 0.40	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 0.70	 0.40	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
69	 0.70	 0.50	 1	 0.885	 3	 65520	 39.13	 0.957	 -0.633	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254	 0.70	 0.30	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254 
70	 0.70	 0.60	 1	 0.885	 3	 65520	 43.06	 0.957	 -0.633	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305	 0.70	 0.20	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305 
71	 0.70	 0.70	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 0.70	 0.10	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
72	 0.70	 0.80	 1	 0.883	 3	 65520	 51.95	 0.957	 -0.633	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433	 0.70	 0.00	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433 
73	 0.80	 0.00	 1	 0.883	 3	 65520	 16.59	 0.957	 -0.633	 0.724	 0.105	 0.151	 0.063	 0.105	 0.065	 0.80	 0.80	 0.724	 0.105	 0.151	 0.063	 0.105	 0.065 
74	 0.80	 0.10	 1	 0.885	 3	 65520	 20.53	 0.957	 -0.633	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085	 0.80	 0.70	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085 
75	 0.80	 0.20	 1	 0.885	 3	 65520	 25.43	 0.957	 -0.633	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118	 0.80	 0.60	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118 
76	 0.80	 0.30	 1	 0.886	 3	 65520	 29.34	 0.957	 -0.633	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150	 0.80	 0.50	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150 
77	 0.80	 0.40	 1	 0.886	 3	 65520	 33.25	 0.957	 -0.633	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188	 0.80	 0.40	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188 
78	 0.80	 0.50	 1	 0.886	 3	 65520	 37.16	 0.957	 -0.633	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231	 0.80	 0.30	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231 
79	 0.80	 0.60	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 0.80	 0.20	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
80	 0.80	 0.70	 1	 0.884	 3	 65520	 46.01	 0.957	 -0.633	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346	 0.80	 0.10	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346 
81	 0.80	 0.80	 1	 0.884	 3	 65520	 49.97	 0.957	 -0.633	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403	 0.80	 0.00	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403 
82	 0.90	 0.00	 1	 0.883	 3	 65520	 15.60	 0.957	 -0.633	 0.734	 0.102	 0.144	 0.059	 0.102	 0.061	 0.90	 0.80	 0.734	 0.102	 0.144	 0.059	 0.102	 0.061 
83	 0.90	 0.10	 1	 0.884	 3	 65520	 19.54	 0.957	 -0.633	 0.691	 0.115	 0.171	 0.077	 0.115	 0.080	 0.90	 0.70	 0.691	 0.115	 0.171	 0.077	 0.115	 0.080 
84	 0.90	 0.20	 1	 0.885	 3	 65520	 23.47	 0.957	 -0.633	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104	 0.90	 0.60	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104 
85	 0.90	 0.30	 1	 0.886	 3	 65520	 27.38	 0.957	 -0.633	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133	 0.90	 0.50	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133 
86	 0.90	 0.40	 1	 0.886	 3	 65520	 32.27	 0.957	 -0.633	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178	 0.90	 0.40	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178 
87	 0.90	 0.50	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 0.90	 0.30	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
88	 0.90	 0.60	 1	 0.885	 3	 65520	 40.11	 0.957	 -0.633	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267	 0.90	 0.20	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267 
89	 0.90	 0.70	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 0.90	 0.10	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
90	 0.90	 0.80	 1	 0.884	 3	 65520	 48.98	 0.957	 -0.633	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389	 0.90	 0.00	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389 
91	 1.00	 0.00	 1	 0.882	 3	 65520	 13.62	 0.957	 -0.633	 0.753	 0.097	 0.128	 0.051	 0.097	 0.053	 1.00	 0.80	 0.753	 0.097	 0.128	 0.051	 0.097	 0.053 
92	 1.00	 0.10	 1	 0.884	 3	 65520	 17.57	 0.957	 -0.633	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070	 1.00	 0.70	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070 
93	 1.00	 0.20	 1	 0.885	 3	 65520	 22.49	 0.957	 -0.633	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097	 1.00	 0.60	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097 
94	 1.00	 0.30	 1	 0.886	 3	 65520	 26.41	 0.957	 -0.633	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125	 1.00	 0.50	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125 
95	 1.00	 0.40	 1	 0.886	 3	 65520	 30.32	 0.957	 -0.633	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159	 1.00	 0.40	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159 
96	 1.00	 0.50	 1	 0.886	 3	 65520	 34.23	 0.957	 -0.633	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198	 1.00	 0.30	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198 
97	 1.00	 0.60	 1	 0.885	 3	 65520	 39.13	 0.957	 -0.633	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254	 1.00	 0.20	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254 
98	 1.00	 0.70	 1	 0.885	 3	 65520	 43.06	 0.957	 -0.633	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305	 1.00	 0.10	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305 
99	 1.00	 0.80	 1	 0.884	 3	 65520	 47.00	 0.957	 -0.633	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360	 1.00	 0.00	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360 
100	 1.10	 0.00	 1	 0.882	 3	 65520	 12.62	 0.957	 -0.633	 0.762	 0.094	 0.120	 0.047	 0.094	 0.050	 1.10	 0.80	 0.762	 0.094	 0.120	 0.047	 0.094	 0.050 
101	 1.10	 0.10	 1	 0.883	 3	 65520	 16.59	 0.957	 -0.633	 0.724	 0.105	 0.151	 0.063	 0.105	 0.065	 1.10	 0.70	 0.724	 0.105	 0.151	 0.063	 0.105	 0.065 
102	 1.10	 0.20	 1	 0.885	 3	 65520	 20.53	 0.957	 -0.633	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085	 1.10	 0.60	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085 
103	 1.10	 0.30	 1	 0.885	 3	 65520	 24.45	 0.957	 -0.633	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110	 1.10	 0.50	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110 
104	 1.10	 0.40	 1	 0.886	 3	 65520	 29.34	 0.957	 -0.633	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150	 1.10	 0.40	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150 
105	 1.10	 0.50	 1	 0.886	 3	 65520	 33.25	 0.957	 -0.633	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188	 1.10	 0.30	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188 
106	 1.10	 0.60	 1	 0.886	 3	 65520	 37.16	 0.957	 -0.633	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231	 1.10	 0.20	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231 
107	 1.10	 0.70	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 1.10	 0.10	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
108	 1.10	 0.80	 1	 0.884	 3	 65520	 46.01	 0.957	 -0.633	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346	 1.10	 0.00	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346 
109	 1.20	 0.00	 1	 0.881	 3	 65520	 10.63	 0.957	 -0.633	 0.777	 0.089	 0.103	 0.039	 0.089	 0.044	 1.20	 0.80	 0.777	 0.089	 0.103	 0.039	 0.089	 0.044 
110	 1.20	 0.10	 1	 0.883	 3	 65520	 14.61	 0.957	 -0.633	 0.744	 0.100	 0.136	 0.055	 0.100	 0.057	 1.20	 0.70	 0.744	 0.100	 0.136	 0.055	 0.100	 0.057 
111	 1.20	 0.20	 1	 0.884	 3	 65520	 19.54	 0.957	 -0.633	 0.691	 0.115	 0.171	 0.077	 0.115	 0.080	 1.20	 0.60	 0.691	 0.115	 0.171	 0.077	 0.115	 0.080 
112	 1.20	 0.30	 1	 0.885	 3	 65520	 23.47	 0.957	 -0.633	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104	 1.20	 0.50	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104 
113	 1.20	 0.40	 1	 0.886	 3	 65520	 27.38	 0.957	 -0.633	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133	 1.20	 0.40	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133 
114	 1.20	 0.50	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 1.20	 0.30	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168 
115	 1.20	 0.60	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 1.20	 0.20	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
116	 1.20	 0.70	 1	 0.885	 3	 65520	 40.11	 0.957	 -0.633	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267	 1.20	 0.10	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267 
117	 1.20	 0.80	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 1.20	 0.00	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
118	 1.30	 0.00	 1	 0.881	 3	 65520	 9.63	 0.957	 -0.633	 0.784	 0.087	 0.094	 0.035	 0.087	 0.041	 1.30	 0.80	 0.784	 0.087	 0.094	 0.035	 0.087	 0.041 
119	 1.30	 0.10	 1	 0.882	 3	 65520	 13.62	 0.957	 -0.633	 0.753	 0.097	 0.128	 0.051	 0.097	 0.053	 1.30	 0.70	 0.753	 0.097	 0.128	 0.051	 0.097	 0.053 
120	 1.30	 0.20	 1	 0.884	 3	 65520	 17.57	 0.957	 -0.633	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070	 1.30	 0.60	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070 
