9	 20
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	h11	 h12	 h21	 h22	
44	0.40	0.70	1	0.880	3	65520	74.91	0.957	-0.633	       18417.760	22624.291	  22624.291	  96240.685	
45	0.40	0.80	1	0.879	3	65520	79.92	0.957	-0.633	       15108.427	15497.826	  15497.826	  99550.594	
46	0.50	0.00	1	0.885	3	65520	44.04	0.957	-0.633	       58801.411	45413.716	  45413.716	  55761.618	
47	0.50	0.10	1	0.884	3	65520	47.99	0.957	-0.633	       52572.644	45140.303	  45140.303	  62026.198	
48	0.50	0.20	1	0.883	3	65520	51.95	0.957	-0.633	       46423.459	43998.023	  43998.023	  68199.364	
49	0.50	0.30	1	0.882	3	65520	56.92	0.957	-0.633	       39036.399	41383.776	  41383.776	  75604.585	
50	0.50	0.40	1	0.882	3	65520	60.91	0.957	-0.633	       33509.972	38392.871	  38392.871	  81139.249	
51	0.50	0.50	1	0.881	3	65520	64.90	0.957	-0.633	       28443.499	34664.430	  34664.430	  86210.487	
52	0.50	0.60	1	0.880	3	65520	69.90	0.957	-0.633	       22908.573	29078.528	  29078.528	  91748.485	
53	0.50	0.70	1	0.880	3	65520	73.91	0.957	-0.633	       19225.299	23975.526	  23975.526	  95432.955	
54	0.50	0.80	1	0.879	3	65520	77.92	0.957	-0.633	       16283.059	18415.604	  18415.604	  98375.787	
55	0.60	0.00	1	0.885	3	65520	42.07	0.957	-0.633	       61906.494	45222.269	  45222.269	  52633.146	
56	0.60	0.10	1	0.884	3	65520	47.00	0.957	-0.633	       54127.256	45290.612	  45290.612	  60463.872	
57	0.60	0.20	1	0.883	3	65520	50.96	0.957	-0.633	       47946.487	44364.119	  44364.119	  66671.266	
58	0.60	0.30	1	0.883	3	65520	54.93	0.957	-0.633	       41938.152	42583.867	  42583.867	  72696.836	
59	0.60	0.40	1	0.882	3	65520	59.91	0.957	-0.633	       34852.595	39212.271	  39212.271	  79794.960	
60	0.60	0.50	1	0.881	3	65520	63.90	0.957	-0.633	       29661.340	35661.949	  35661.949	  84991.695	
61	0.60	0.60	1	0.880	3	65520	67.90	0.957	-0.633	       25006.087	31427.244	  31427.244	  89650.019	
62	0.60	0.70	1	0.880	3	65520	71.91	0.957	-0.633	       20978.490	26590.582	  26590.582	  93679.266	
63	0.60	0.80	1	0.879	3	65520	76.92	0.957	-0.633	       16945.735	19842.635	  19842.635	  97712.998	
64	0.70	0.00	1	0.885	3	65520	41.09	0.957	-0.633	       63449.852	45044.740	  45044.740	  51076.542	
65	0.70	0.10	1	0.885	3	65520	45.03	0.957	-0.633	       57243.600	45427.402	  45427.402	  57329.673	
66	0.70	0.20	1	0.884	3	65520	48.98	0.957	-0.633	       51023.013	44935.608	  44935.608	  63582.802	
67	0.70	0.30	1	0.883	3	65520	53.93	0.957	-0.633	       43417.407	43107.354	  43107.354	  71213.986	
68	0.70	0.40	1	0.882	3	65520	57.91	0.957	-0.633	       37617.521	40708.635	  40708.635	  77025.941	
69	0.70	0.50	1	0.881	3	65520	61.90	0.957	-0.633	       32196.148	37527.306	  37527.306	  82454.530	
70	0.70	0.60	1	0.881	3	65520	66.90	0.957	-0.633	       26114.435	32545.787	  32545.787	  88541.069	
71	0.70	0.70	1	0.880	3	65520	70.91	0.957	-0.633	       21921.989	27851.216	  27851.216	  92735.444	
72	0.70	0.80	1	0.880	3	65520	74.91	0.957	-0.633	       18417.760	22624.291	  22624.291	  96240.685	
73	0.80	0.00	1	0.885	3	65520	39.13	0.957	-0.633	       66508.492	44527.153	  44527.153	  47988.074	
74	0.80	0.10	1	0.885	3	65520	44.04	0.957	-0.633	       58801.411	45413.716	  45413.716	  55761.618	
75	0.80	0.20	1	0.884	3	65520	47.99	0.957	-0.633	       52572.644	45140.303	  45140.303	  62026.198	
76	0.80	0.30	1	0.883	3	65520	51.95	0.957	-0.633	       46423.459	43998.023	  43998.023	  68199.364	
77	0.80	0.40	1	0.882	3	65520	56.92	0.957	-0.633	       39036.399	41383.776	  41383.776	  75604.585	
78	0.80	0.50	1	0.882	3	65520	60.91	0.957	-0.633	       33509.972	38392.871	  38392.871	  81139.249	
79	0.80	0.60	1	0.881	3	65520	64.90	0.957	-0.633	       28443.499	34664.430	  34664.430	  86210.487	
80	0.80	0.70	1	0.880	3	65520	68.90	0.957	-0.633	       23937.029	30271.022	  30271.022	  90719.592	
81	0.80	0.80	1	0.880	3	65520	73.91	0.957	-0.633	       19225.299	23975.526	  23975.526	  95432.955	
82	0.90	0.00	1	0.886	3	65520	38.14	0.957	-0.633	       68019.932	44187.725	  44187.725	  46459.975	
83	0.90	0.10	1	0.885	3	65520	42.07	0.957	-0.633	       61906.494	45222.269	  45222.269	  52633.146	
84	0.90	0.20	1	0.884	3	65520	46.01	0.957	-0.633	       55684.892	45386.350	  45386.350	  58897.728	
85	0.90	0.30	1	0.883	3	65520	50.96	0.957	-0.633	       47946.487	44364.119	  44364.119	  66671.266	
86	0.90	0.40	1	0.883	3	65520	54.93	0.957	-0.633	       41938.152	42583.867	  42583.867	  72696.836	
87	0.90	0.50	1	0.882	3	65520	58.91	0.957	-0.633	       36222.343	39984.506	  39984.506	  78423.300	
88	0.90	0.60	1	0.881	3	65520	63.90	0.957	-0.633	       29661.340	35661.949	  35661.949	  84991.695	
89	0.90	0.70	1	0.880	3	65520	67.90	0.957	-0.633	       25006.087	31427.244	  31427.244	  89650.019	
90	0.90	0.80	1	0.880	3	65520	71.91	0.957	-0.633	       20978.490	26590.582	  26590.582	  93679.266	
91	1.00	0.00	1	0.886	3	65520	36.19	0.957	-0.633	       70997.574	43349.668	  43349.668	  43445.349	
92	1.00	0.10	1	0.885	3	65520	41.09	0.957	-0.633	       63449.852	45044.740	  45044.740	  51076.542	
93	1.00	0.20	1	0.885	3	65520	45.03	0.957	-0.633	       57243.600	45427.402	  45427.402	  57329.673	
94	1.00	0.30	1	0.884	3	65520	48.98	0.957	-0.633	       51023.013	44935.608	  44935.608	  63582.802	
95	1.00	0.40	1	0.883	3	65520	53.93	0.957	-0.633	       43417.407	43107.354	  43107.354	  71213.986	
96	1.00	0.50	1	0.882	3	65520	57.91	0.957	-0.633	       37617.521	40708.635	  40708.635	  77025.941	
97	1.00	0.60	1	0.881	3	65520	61.90	0.957	-0.633	       32196.148	37527.306	  37527.306	  82454.530	
98	1.00	0.70	1	0.881	3	65520	65.90	0.957	-0.633	       27260.714	33625.287	  33625.287	  87394.092	
99	1.00	0.80	1	0.880	3	65520	70.91	0.957	-0.633	       21921.989	27851.216	  27851.216	  92735.444	
100	1.10	0.00	1	0.886	3	65520	35.21	0.957	-0.633	       72460.059	42852.061	  42852.061	  41962.497	
101	1.10	0.10	1	0.885	3	65520	39.13	0.957	-0.633	       66508.492	44527.153	  44527.153	  47988.074	
102	1.10	0.20	1	0.885	3	65520	43.06	0.957	-0.633	       60356.359	45345.311	  45345.311	  54195.473	
103	1.10	0.30	1	0.884	3	65520	47.99	0.957	-0.633	       52572.644	45140.303	  45140.303	  62026.198	
104	1.10	0.40	1	0.883	3	65520	51.95	0.957	-0.633	       46423.459	43998.023	  43998.023	  68199.364	
105	1.10	0.50	1	0.882	3	65520	55.92	0.957	-0.633	       40477.210	42009.108	  42009.108	  74160.963	
106	1.10	0.60	1	0.882	3	65520	60.91	0.957	-0.633	       33509.972	38392.871	  38392.871	  81139.249	
107	1.10	0.70	1	0.881	3	65520	64.90	0.957	-0.633	       28443.499	34664.430	  34664.430	  86210.487	
108	1.10	0.80	1	0.880	3	65520	68.90	0.957	-0.633	       23937.029	30271.022	  30271.022	  90719.592	
109	1.20	0.00	1	0.886	3	65520	33.25	0.957	-0.633	       75323.255	41702.717	  41702.717	  39054.742	
110	1.20	0.10	1	0.886	3	65520	38.14	0.957	-0.633	       68019.932	44187.725	  44187.725	  46459.975	
111	1.20	0.20	1	0.885	3	65520	42.07	0.957	-0.633	       61906.494	45222.269	  45222.269	  52633.146	
112	1.20	0.30	1	0.884	3	65520	46.01	0.957	-0.633	       55684.892	45386.350	  45386.350	  58897.728	
113	1.20	0.40	1	0.883	3	65520	50.96	0.957	-0.633	       47946.487	44364.119	  44364.119	  66671.266	
114	1.20	0.50	1	0.883	3	65520	54.93	0.957	-0.633	       41938.152	42583.867	  42583.867	  72696.836	
115	1.20	0.60	1	0.882	3	65520	58.91	0.957	-0.633	       36222.343	39984.506	  39984.506	  78423.300	
116	1.20	0.70	1	0.881	3	65520	62.90	0.957	-0.633	       30912.744	36616.628	  36616.628	  83739.200	
117	1.20	0.80	1	0.880	3	65520	67.90	0.957	-0.633	       25006.087	31427.244	  31427.244	  89650.019	
118	1.30	0.00	1	0.886	3	65520	32.27	0.957	-0.633	       76720.433	41052.382	  41052.382	  37633.383	
119	1.30	0.10	1	0.886	3	65520	36.19	0.957	-0.633	       70997.574	43349.668	  43349.668	  43445.349	
120	1.30	0.20	1	0.885	3	65520	40.11	0.957	-0.633	       64984.492	44812.940	  44812.940	  49527.555	
121	1.30	0.30	1	0.885	3	65520	45.03	0.957	-0.633	       57243.600	45427.402	  45427.402	  57329.673	
122	1.30	0.40	1	0.884	3	65520	48.98	0.957	-0.633	       51023.013	44935.608	  44935.608	  63582.802	
123	1.30	0.50	1	0.883	3	65520	52.94	0.957	-0.633	       44913.133	43578.931	  43578.931	  69714.219	
124	1.30	0.60	1	0.882	3	65520	57.91	0.957	-0.633	       37617.521	40708.635	  40708.635	  77025.941	
125	1.30	0.70	1	0.881	3	65520	61.90	0.957	-0.633	       32196.148	37527.306	  37527.306	  82454.530	
126	1.30	0.80	1	0.881	3	65520	65.90	0.957	-0.633	       27260.714	33625.287	  33625.287	  87394.092	
127	1.40	0.00	1	0.886	3	65520	30.32	0.957	-0.633	       79437.378	39604.344	  39604.344	  34864.356	
128	1.40	0.10	1	0.886	3	65520	35.21	0.957	-0.633	       72460.059	42852.061	  42852.061	  41962.497	
129	1.40	0.20	1	0.885	3	65520	39.13	0.957	-0.633	       66508.492	44527.153	  44527.153	  47988.074	
130	1.40	0.30	1	0.885	3	65520	43.06	0.957	-0.633	       60356.359	45345.311	  45345.311	  54195.473	
131	1.40	0.40	1	0.884	3	65520	47.99	0.957	-0.633	       52572.644	45140.303	  45140.303	  62026.198	
132	1.40	0.50	1	0.883	3	65520	51.95	0.957	-0.633	       46423.459	43998.023	  43998.023	  68199.364	
133	1.40	0.60	1	0.882	3	65520	55.92	0.957	-0.633	       40477.210	42009.108	  42009.108	  74160.963	
134	1.40	0.70	1	0.882	3	65520	59.91	0.957	-0.633	       34852.595	39212.271	  39212.271	  79794.960	
135	1.40	0.80	1	0.881	3	65520	64.90	0.957	-0.633	       28443.499	34664.430	  34664.430	  86210.487	
136	1.50	0.00	1	0.886	3	65520	29.34	0.957	-0.633	       80753.834	38808.406	  38808.406	  33520.063	
137	1.50	0.10	1	0.886	3	65520	33.25	0.957	-0.633	       75323.255	41702.717	  41702.717	  39054.742	
138	1.50	0.20	1	0.886	3	65520	37.16	0.957	-0.633	       69516.917	43795.071	  43795.071	  44945.118	
139	1.50	0.30	1	0.885	3	65520	42.07	0.957	-0.633	       61906.494	45222.269	  45222.269	  52633.146	
140	1.50	0.40	1	0.884	3	65520	46.01	0.957	-0.633	       55684.892	45386.350	  45386.350	  58897.728	
141	1.50	0.50	1	0.884	3	65520	49.97	0.957	-0.633	       49480.311	44676.775	  44676.775	  65131.787	
142	1.50	0.60	1	0.883	3	65520	54.93	0.957	-0.633	       41938.152	42583.867	  42583.867	  72696.836	
143	1.50	0.70	1	0.882	3	65520	58.91	0.957	-0.633	       36222.343	39984.506	  39984.506	  78423.300	
144	1.50	0.80	1	0.881	3	65520	62.90	0.957	-0.633	       30912.744	36616.628	  36616.628	  83739.200	
145	1.60	0.00	1	0.886	3	65520	27.38	0.957	-0.633	       83294.801	37077.538	  37077.538	  30920.104	
146	1.60	0.10	1	0.886	3	65520	32.27	0.957	-0.633	       76720.433	41052.382	  41052.382	  37633.383	
147	1.60	0.20	1	0.886	3	65520	36.19	0.957	-0.633	       70997.574	43349.668	  43349.668	  43445.349	
148	1.60	0.30	1	0.885	3	65520	40.11	0.957	-0.633	       64984.492	44812.940	  44812.940	  49527.555	
149	1.60	0.40	1	0.885	3	65520	45.03	0.957	-0.633	       57243.600	45427.402	  45427.402	  57329.673	
150	1.60	0.50	1	0.884	3	65520	48.98	0.957	-0.633	       51023.013	44935.608	  44935.608	  63582.802	
151	1.60	0.60	1	0.883	3	65520	52.94	0.957	-0.633	       44913.133	43578.931	  43578.931	  69714.219	
152	1.60	0.70	1	0.882	3	65520	56.92	0.957	-0.633	       39036.399	41383.776	  41383.776	  75604.585	
153	1.60	0.80	1	0.881	3	65520	61.90	0.957	-0.633	       32196.148	37527.306	  37527.306	  82454.530	
154	1.70	0.00	1	0.886	3	65520	26.41	0.957	-0.633	       84516.285	36144.717	  36144.717	  29667.605	
155	1.70	0.10	1	0.886	3	65520	30.32	0.957	-0.633	       79437.378	39604.344	  39604.344	  34864.356	
156	1.70	0.20	1	0.886	3	65520	34.23	0.957	-0.633	       73902.547	42302.854	  42302.854	  40498.366	
157	1.70	0.30	1	0.885	3	65520	39.13	0.957	-0.633	       66508.492	44527.153	  44527.153	  47988.074	
158	1.70	0.40	1	0.885	3	65520	43.06	0.957	-0.633	       60356.359	45345.311	  45345.311	  54195.473	
159	1.70	0.50	1	0.884	3	65520	47.00	0.957	-0.633	       54127.256	45290.612	  45290.612	  60463.872	
160	1.70	0.60	1	0.883	3	65520	51.95	0.957	-0.633	       46423.459	43998.023	  43998.023	  68199.364	
161	1.70	0.70	1	0.882	3	65520	55.92	0.957	-0.633	       40477.210	42009.108	  42009.108	  74160.963	
162	1.70	0.80	1	0.882	3	65520	59.91	0.957	-0.633	       34852.595	39212.271	  39212.271	  79794.960	
163	1.80	0.00	1	0.885	3	65520	24.45	0.957	-0.633	       86854.072	34149.984	  34149.984	  27265.197	
164	1.80	0.10	1	0.886	3	65520	29.34	0.957	-0.633	       80753.834	38808.406	  38808.406	  33520.063	
165	1.80	0.20	1	0.886	3	65520	33.25	0.957	-0.633	       75323.255	41702.717	  41702.717	  39054.742	
166	1.80	0.30	1	0.886	3	65520	37.16	0.957	-0.633	       69516.917	43795.071	  43795.071	  44945.118	
167	1.80	0.40	1	0.885	3	65520	42.07	0.957	-0.633	       61906.494	45222.269	  45222.269	  52633.146	
168	1.80	0.50	1	0.884	3	65520	46.01	0.957	-0.633	       55684.892	45386.350	  45386.350	  58897.728	
169	1.80	0.60	1	0.884	3	65520	49.97	0.957	-0.633	       49480.311	44676.775	  44676.775	  65131.787	
170	1.80	0.70	1	0.883	3	65520	53.93	0.957	-0.633	       43417.407	43107.354	  43107.354	  71213.986	
171	1.80	0.80	1	0.882	3	65520	58.91	0.957	-0.633	       36222.343	39984.506	  39984.506	  78423.300	
172	1.90	0.00	1	0.885	3	65520	23.47	0.957	-0.633	       87967.683	33090.501	  33090.501	  26118.216	
173	1.90	0.10	1	0.886	3	65520	27.38	0.957	-0.633	       83294.801	37077.538	  37077.538	  30920.104	
174	1.90	0.20	1	0.886	3	65520	31.29	0.957	-0.633	       78092.366	40352.640	  40352.640	  36236.020	
175	1.90	0.30	1	0.886	3	65520	36.19	0.957	-0.633	       70997.574	43349.668	  43349.668	  43445.349	
176	1.90	0.40	1	0.885	3	65520	40.11	0.957	-0.633	       64984.492	44812.940	  44812.940	  49527.555	
177	1.90	0.50	1	0.885	3	65520	44.04	0.957	-0.633	       58801.411	45413.716	  45413.716	  55761.618	
178	1.90	0.60	1	0.884	3	65520	48.98	0.957	-0.633	       51023.013	44935.608	  44935.608	  63582.802	
179	1.90	0.70	1	0.883	3	65520	52.94	0.957	-0.633	       44913.133	43578.931	  43578.931	  69714.219	
180	1.90	0.80	1	0.882	3	65520	56.92	0.957	-0.633	       39036.399	41383.776	  41383.776	  75604.585	
